query,_id,_score,name,summary,symbol
ENSG00000171792,83695,20.143496,RAD9-HUS1-RAD1 interacting nuclear orphan 1,,RHNO1
ENSG00000168646,8313,19.613176,axin 2,"The Axin-related protein, Axin2, presumably plays an important role in the regulation of the stability of beta-catenin in the Wnt signaling pathway, like its rodent homologs, mouse conductin/rat axil. In mouse, conductin organizes a multiprotein complex of APC (adenomatous polyposis of the colon), beta-catenin, glycogen synthase kinase 3-beta, and conductin, which leads to the degradation of beta-catenin. Apparently, the deregulation of beta-catenin is an important event in the genesis of a number of malignancies. The AXIN2 gene has been mapped to 17q23-q24, a region that shows frequent loss of heterozygosity in breast cancer, neuroblastoma, and other tumors. Mutations in this gene have been associated with colorectal cancer with defective mismatch repair. [provided by RefSeq, Jul 2008].",AXIN2
ENSG00000163535,151246,20.22052,shugoshin 2,,SGO2
ENSG00000101255,57761,19.637806,tribbles pseudokinase 3,"The protein encoded by this gene is a putative protein kinase that is induced by the transcription factor NF-kappaB. The encoded protein is a negative regulator of NF-kappaB and can also sensitize cells to TNF- and TRAIL-induced apoptosis. In addition, this protein can negatively regulate the cell survival serine-threonine kinase AKT1. Differential promoter usage and alternate splicing result in multiple transcript variants. [provided by RefSeq, Jul 2014].",TRIB3
ENSG00000119681,4053,19.630596,latent transforming growth factor beta binding protein 2,"The protein encoded by this gene belongs to the family of latent transforming growth factor (TGF)-beta binding proteins (LTBP), which are extracellular matrix proteins with multi-domain structure. This protein is the largest member of the LTBP family possessing unique regions and with most similarity to the fibrillins. It has thus been suggested that it may have multiple functions: as a member of the TGF-beta latent complex, as a structural component of microfibrils, and a role in cell adhesion. [provided by RefSeq, Jul 2008].",LTBP2
ENSG00000148204,286204,20.132837,crumbs cell polarity complex component 2,"This gene encodes a member of a family of proteins that are components of the Crumbs cell polarity complex. In mammals, members of this family are thought to play a role in many cellular processes in early embryonic development. A similar protein in Drosophila determines apicobasal polarity in embryonic epithelial cells. Mutations in this gene are associated with focal segmental glomerulosclerosis 9, and with ventriculomegaly with cystic kidney disease. [provided by RefSeq, Aug 2016].",CRB2
ENSG00000119772,1788,18.740019,DNA methyltransferase 3 alpha,"CpG methylation is an epigenetic modification that is important for embryonic development, imprinting, and X-chromosome inactivation. Studies in mice have demonstrated that DNA methylation is required for mammalian development. This gene encodes a DNA methyltransferase that is thought to function in de novo methylation, rather than maintenance methylation. The protein localizes to the cytoplasm and nucleus and its expression is developmentally regulated. [provided by RefSeq, Mar 2016].",DNMT3A
ENSG00000176896,170082,21.002415,transcription elongation factor A N-terminal and central domain containing,,TCEANC
ENSG00000205846,93978,19.650602,C-type lectin domain containing 6A,"The protein encoded by this gene is a type II membrane receptor with an extracellular C-type lectin-like domain fold. The extracellular portion binds structures with a high mannose content and has been shown to recognize several pathogens, including C. elegans, S. cerevisiae, M. tuberculosis, C. neoformans, and house dust mite. When stimulated, the encoded protein initiates signalling through the CARD9-Bcl10-Malt1 pathway, leading to the induction of cytokines. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2015].",CLEC6A
ENSG00000086570,2196,20.194576,FAT atypical cadherin 2,"This gene is the second identified human homolog of the Drosophila fat gene, which encodes a tumor suppressor essential for controlling cell proliferation during Drosophila development. The gene product is a member of the cadherin superfamily, a group of integral membrane proteins characterized by the presence of cadherin-type repeats. In addition to containing 34 tandem cadherin-type repeats, the gene product has two epidermal growth factor (EGF)-like repeats and one laminin G domain. This protein most likely functions as a cell adhesion molecule, controlling cell proliferation and playing an important role in cerebellum development. [provided by RefSeq, Jul 2008].",FAT2
ENSG00000163933,91869,20.15672,RFT1 homolog,"This gene encodes an enzyme which catalyzes the translocation of the Man(5)GlcNAc (2)-PP-Dol intermediate from the cytoplasmic to the luminal side of the endoplasmic reticulum membrane in the pathway for the N-glycosylation of proteins. Mutations in this gene are associated with congenital disorder of glycosylation type In.[provided by RefSeq, Dec 2008].",RFT1
ENSG00000163380,56203,20.150566,leiomodin 3,"The protein encoded by this gene is a member of the leiomodin family of proteins. This protein contains three actin-binding domains, a tropomyosin domain, a leucine-rich repeat domain, and a Wiskott-Aldrich syndrome protein homology 2 domain (WH2). Localization of this protein to the pointed ends of thin filaments has been observed, and there is evidence that this protein acts as a catalyst of actin nucleation, and is important to the organization of sarcomeric thin filaments in skeletal muscles. Mutations in this gene have been associated as one cause of Nemaline myopathy, as other genes have also been linked to this disorder. Nemaline myopathy is a disorder characterized by nonprogressive generalized muscle weakness and protein inclusions (nemaline bodies) in skeletal myofibers. Patients with mutations in this gene often present with a severe congenital form of the disorder. [provided by RefSeq, Jan 2015].",LMOD3
ENSG00000108666,64149,20.979755,chromosome 17 open reading frame 75,,C17orf75
ENSG00000005961,3674,19.618103,integrin subunit alpha 2b,"This gene encodes a member of the integrin alpha chain family of proteins. The encoded preproprotein is proteolytically processed to generate light and heavy chains that associate through disulfide linkages to form a subunit of the alpha-IIb/beta-3 integrin cell adhesion receptor. This receptor plays a crucial role in the blood coagulation system, by mediating platelet aggregation. Mutations in this gene are associated with platelet-type bleeding disorders, which are characterized by a failure of platelet aggregation, including Glanzmann thrombasthenia. [provided by RefSeq, Jan 2016].",ITGA2B
ENSG00000042062,140876,20.179491,RIPOR family member 3,,RIPOR3
ENSG00000196584,7516,20.194576,X-ray repair cross complementing 2,"This gene encodes a member of the RecA/Rad51-related protein family that participates in homologous recombination to maintain chromosome stability and repair DNA damage. This gene is involved in the repair of DNA double-strand breaks by homologous recombination and it functionally complements Chinese hamster irs1, a repair-deficient mutant that exhibits hypersensitivity to a number of different DNA-damaging agents. [provided by RefSeq, Jul 2008].",XRCC2
ENSG00000203499,ENSG00000203499,21.00693,IQ motif and ankyrin repeat containing 1,,IQANK1
ENSG00000132840,23743,19.629036,betaine--homocysteine S-methyltransferase 2,"Homocysteine is a sulfur-containing amino acid that plays a crucial role in methylation reactions. Transfer of the methyl group from betaine to homocysteine creates methionine, which donates the methyl group to methylate DNA, proteins, lipids, and other intracellular metabolites. The protein encoded by this gene is one of two methyl transferases that can catalyze the transfer of the methyl group from betaine to homocysteine. Anomalies in homocysteine metabolism have been implicated in disorders ranging from vascular disease to neural tube birth defects such as spina bifida. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2010].",BHMT2
ENSG00000182050,25834,21.006254,MGAT4 family member C,,MGAT4C
ENSG00000164620,285613,20.913952,RELT like 2,,RELL2
ENSG00000077800,8468,20.22052,FKBP prolyl isomerase 6,"The protein encoded by this gene is a cis-trans peptidyl-prolyl isomerase that may function in immunoregulation and basic cellular processes involving protein folding and trafficking. This gene is located in a chromosomal region that is deleted in Williams-Beuren syndrome. Defects in this gene may cause male infertility. There are multiple pseudogenes for this gene located nearby on chromosome 7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013].",FKBP6
ENSG00000162065,57465,20.127974,TBC1 domain family member 24,"This gene encodes a protein with a conserved domain, referred to as the TBC domain, characteristic of proteins which interact with GTPases. TBC domain proteins may serve as GTPase-activating proteins for a particular group of GTPases, the Rab (Ras-related proteins in brain) small GTPases which are involved in the regulation of membrane trafficking. Mutations in this gene are associated with familial infantile myoclonic epilepsy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2011].",TBC1D24
ENSG00000107485,2625,19.224144,GATA binding protein 3,"This gene encodes a protein which belongs to the GATA family of transcription factors. The protein contains two GATA-type zinc fingers and is an important regulator of T-cell development and plays an important role in endothelial cell biology. Defects in this gene are the cause of hypoparathyroidism with sensorineural deafness and renal dysplasia. [provided by RefSeq, Nov 2009].",GATA3
ENSG00000168505,2637,20.180353,gastrulation brain homeobox 2,,GBX2
ENSG00000274641,8348,19.666441,histone cluster 1 H2B family member o,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015].",HIST1H2BO
ENSG00000129451,5655,20.221489,kallikrein related peptidase 10,"Kallikreins are a subgroup of serine proteases having diverse physiological functions. Growing evidence suggests that many kallikreins are implicated in carcinogenesis and some have potential as novel cancer and other disease biomarkers. This gene is one of the fifteen kallikrein subfamily members located in a cluster on chromosome 19. Its encoded protein is secreted and may play a role in suppression of tumorigenesis in breast and prostate cancers. Alternate splicing of this gene results in multiple transcript variants encoding the same protein. [provided by RefSeq, Jul 2008].",KLK10
ENSG00000138755,4283,19.678885,C-X-C motif chemokine ligand 9,"This antimicrobial gene encodes a protein thought to be involved in T cell trafficking. The encoded protein binds to C-X-C motif chemokine 3 and is a chemoattractant for lymphocytes but not for neutrophils. [provided by RefSeq, Sep 2014].",CXCL9
ENSG00000113569,9631,19.216906,nucleoporin 155,"Nucleoporins are proteins that play an important role in the assembly and functioning of the nuclear pore complex (NPC) which regulates the movement of macromolecules across the nuclear envelope (NE). The protein encoded by this gene plays a role in the fusion of NE vesicles and formation of the double membrane NE. The protein may also be involved in cardiac physiology and may be associated with the pathogenesis of atrial fibrillation. Alternative splicing results in multiple transcript variants of this gene. A pseudogene associated with this gene is located on chromosome 6. [provided by RefSeq, May 2013].",NUP155
ENSG00000164379,94234,19.601677,forkhead box Q1,"FOXQ1 is a member of the FOX gene family, which is characterized by a conserved 110-amino acid DNA-binding motif called the forkhead or winged helix domain. FOX genes are involved in embryonic development, cell cycle regulation, tissue-specific gene expression, cell signaling, and tumorigenesis (Bieller et al., 2001 [PubMed 11747606]).[supplied by OMIM, May 2009].",FOXQ1
ENSG00000135503,91,19.310446,activin A receptor type 1B,"This gene encodes an activin A type IB receptor. Activins are dimeric growth and differentiation factors which belong to the transforming growth factor-beta (TGF-beta) superfamily of structurally related signaling proteins. Activins signal through a heteromeric complex of receptor serine kinases which include at least two type I and two type II receptors. This protein is a type I receptor which is essential for signaling. Mutations in this gene are associated with pituitary tumors. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Jun 2010].",ACVR1B
ENSG00000254852,642799,20.92489,nuclear pore complex interacting protein family member A2,,NPIPA2
ENSG00000085276,2122,19.54568,MDS1 and EVI1 complex locus,"The protein encoded by this gene is a transcriptional regulator and oncoprotein that may be involved in hematopoiesis, apoptosis, development, and cell differentiation and proliferation. The encoded protein can interact with CTBP1, SMAD3, CREBBP, KAT2B, MAPK8, and MAPK9. This gene can undergo translocation with the AML1 gene, resulting in overexpression of this gene and the onset of leukemia. Several transcript variants encoding a few different isoforms have been found for this gene. [provided by RefSeq, Mar 2011].",MECOM
ENSG00000109181,7365,19.606363,UDP glucuronosyltransferase family 2 member B10,,UGT2B10
ENSG00000109063,4621,19.689363,myosin heavy chain 3,"Myosin is a major contractile protein which converts chemical energy into mechanical energy through the hydrolysis of ATP. Myosin is a hexameric protein composed of a pair of myosin heavy chains (MYH) and two pairs of nonidentical light chains. This gene is a member of the MYH family and encodes a protein with an IQ domain and a myosin head-like domain. Mutations in this gene have been associated with two congenital contracture (arthrogryposis) syndromes, Freeman-Sheldon syndrome and Sheldon-Hall syndrome. [provided by RefSeq, Jul 2008].",MYH3
ENSG00000215784,728833,19.601677,family with sequence similarity 72 member D,,FAM72D
ENSG00000023318,23071,19.699982,endoplasmic reticulum protein 44,"This gene encodes a member of the protein disulfide isomerase (PDI) family of endoplasmic reticulum (ER) proteins. It has an inferred N-terminal signal peptide, a catalytically active thioredoxin (TRX) domain, two TRX-like domains and a C-terminal ER-retention sequence. This protein functions as a pH-regulated chaperone of the secretory pathway and likely plays a role in protein quality control at the endoplasmic reticulum - Golgi interface. [provided by RefSeq, Dec 2016].",ERP44
ENSG00000178233,441151,20.927704,transmembrane protein 151B,,TMEM151B
ENSG00000114416,8087,19.696316,FMR1 autosomal homolog 1,"The protein encoded by this gene is an RNA binding protein that interacts with the functionally-similar proteins FMR1 and FXR2. These proteins shuttle between the nucleus and cytoplasm and associate with polyribosomes, predominantly with the 60S ribosomal subunit. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",FXR1
ENSG00000167548,8085,19.216827,lysine methyltransferase 2D,"The protein encoded by this gene is a histone methyltransferase that methylates the Lys-4 position of histone H3. The encoded protein is part of a large protein complex called ASCOM, which has been shown to be a transcriptional regulator of the beta-globin and estrogen receptor genes. Mutations in this gene have been shown to be a cause of Kabuki syndrome. [provided by RefSeq, Oct 2010].",KMT2D
ENSG00000140400,4123,19.663004,mannosidase alpha class 2C member 1,,MAN2C1
ENSG00000166794,5479,20.135212,peptidylprolyl isomerase B,"The protein encoded by this gene is a cyclosporine-binding protein and is mainly located within the endoplasmic reticulum. It is associated with the secretory pathway and released in biological fluids. This protein can bind to cells derived from T- and B-lymphocytes, and may regulate cyclosporine A-mediated immunosuppression. Variants have been identified in this protein that give rise to recessive forms of osteogenesis imperfecta. [provided by RefSeq, Oct 2009].",PPIB
ENSG00000120729,9499,20.180223,myotilin,"This gene encodes a cystoskeletal protein which plays a significant role in the stability of thin filaments during muscle contraction. This protein binds F-actin, crosslinks actin filaments, and prevents latrunculin A-induced filament disassembly. Mutations in this gene have been associated with limb-girdle muscular dystrophy and myofibrillar myopathies. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been determined.[provided by RefSeq, Oct 2008].",MYOT
ENSG00000184956,4588,20.214474,"mucin 6, oligomeric mucus/gel-forming","This gene encodes a member of the mucin protein family. Mucins are high molecular weight glycoproteins produced by many epithelial tissues. The protein encoded by this gene is secreted and forms an insoluble mucous barrier that protects the gut lumen. [provided by RefSeq, Dec 2016].",MUC6
ENSG00000142789,10136,20.06721,chymotrypsin like elastase 3A,"Elastases form a subfamily of serine proteases that hydrolyze many proteins in addition to elastin. Humans have six elastase genes which encode the structurally similar proteins elastase 1, 2, 2A, 2B, 3A, and 3B. Unlike other elastases, elastase 3A has little elastolytic activity. Like most of the human elastases, elastase 3A is secreted from the pancreas as a zymogen and, like other serine proteases such as trypsin, chymotrypsin and kallikrein, it has a digestive function in the intestine. Elastase 3A preferentially cleaves proteins after alanine residues. Elastase 3A may also function in the intestinal transport and metabolism of cholesterol. Both elastase 3A and elastase 3B have been referred to as protease E and as elastase 1. [provided by RefSeq, Jul 2008].",CELA3A
ENSG00000013374,51667,20.179491,negative regulator of ubiquitin like proteins 1,"This gene encodes a protein that functions as a negative regulator of NEDD8, a ubiquitin-like protein that conjugates with cullin family members in order to regulate vital biological events. The protein encoded by this gene regulates the NEDD8 conjugation system post-transcriptionally by recruiting NEDD8 and its conjugates to the proteasome for degradation. This protein interacts with the product of the AIPL1 gene, which is associated with Leber congenital amaurosis, an inherited retinopathy, and mutations in that gene can abolish interaction with this protein, which may contribute to the pathogenesis. This protein is also known to accumulate in Lewy bodies in Parkinson's disease and dementia with Lewy bodies, and in glial cytoplasmic inclusions in multiple system atrophy, with this abnormal accumulation being specific to alpha-synucleinopathy lesions. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Aug 2011].",NUB1
ENSG00000111247,10635,20.930513,RAD51 associated protein 1,,RAD51AP1
ENSG00000239389,56136,19.681545,protocadherin alpha 13,"This gene is a member of the protocadherin alpha gene cluster, one of three related gene clusters tandemly linked on chromosome five that demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The alpha gene cluster is composed of 15 cadherin superfamily genes related to the mouse CNR genes and consists of 13 highly similar and 2 more distantly related coding sequences. The tandem array of 15 N-terminal exons, or variable exons, are followed by downstream C-terminal exons, or constant exons, which are shared by all genes in the cluster. The large, uninterrupted N-terminal exons each encode six cadherin ectodomains while the C-terminal exons encode the cytoplasmic domain. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins that most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been observed and additional variants have been suggested but their full-length nature has yet to be determined. [provided by RefSeq, Jul 2008].",PCDHA13
ENSG00000128534,51691,20.123585,"LSM8 homolog, U6 small nuclear RNA associated","This gene encodes a member of the like-Sm family of proteins. The encoded protein consists of a closed barrel shape, made up of five anti-parallel beta strands and an alpha helix. This protein partners with six paralogs to form a heteroheptameric ring which transiently binds U6 small nuclear RNAs and is involved in the general maturation of RNA in the nucleus. [provided by RefSeq, Jan 2010].",LSM8
ENSG00000196660,55532,19.690908,solute carrier family 30 member 10,"This gene is highly expressed in the liver and is inducible by manganese. Its protein product appears to be critical in maintaining manganese levels, and has higher specificity for manganese than zinc. Loss of function mutations appear to result in a pleomorphic phenotype, including dystonia and adult-onset parkinsonism. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Mar 2012].",SLC30A10
ENSG00000179627,100128927,20.210634,zinc finger and BTB domain containing 42,"The protein encoded by this gene is a member of the C2H2 zinc finger protein family. This protein is predicted to have a pox virus and zinc finger (POZ) domain at the N-terminus and four zinc finger domains at the C-terminus. In human and mouse, the protein localizes to the nuclei of skeletal muscle cells. Knockdown of this gene in zebrafish results in abnormal skeletal muscle development and myofibrillar disorganization. A novel homozygous variant of the human gene has been associated with lethal congenital contracture syndrome, an autosomal recessive disorder that results in muscle wasting. [provided by RefSeq, Mar 2015].",ZBTB42
ENSG00000265303,ENSG00000265303,21.0123,,,AC099850.2
ENSG00000167414,94235,19.273466,G protein subunit gamma 8,,GNG8
ENSG00000057608,2665,20.926992,GDP dissociation inhibitor 2,"GDP dissociation inhibitors are proteins that regulate the GDP-GTP exchange reaction of members of the rab family, small GTP-binding proteins of the ras superfamily, that are involved in vesicular trafficking of molecules between cellular organelles. GDIs slow the rate of dissociation of GDP from rab proteins and release GDP from membrane-bound rabs. GDI2 is ubiquitously expressed. The GDI2 gene contains many repetitive elements indicating that it may be prone to inversion/deletion rearrangements. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008].",GDI2
ENSG00000206075,5268,19.53067,serpin family B member 5,,SERPINB5
ENSG00000149043,90019,20.143496,synaptotagmin 8,,SYT8
ENSG00000145107,116211,21.004412,transmembrane 4 L six family member 19,"The protein encoded by this gene is a member of the four-transmembrane L6 superfamily. Members of this family function in various cellular processes including cell proliferation, motility, and adhesion via their interactions with integrins. In human brain tissue, this gene is expressed at high levels in the parietal lobe, occipital lobe, hippocampus, pons, white matter, corpus callosum, and cerebellum. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, May 2017].",TM4SF19
ENSG00000173456,79102,20.22052,ring finger protein 26,"The protein encoded by this intronless gene contains a C3HC5 type of RING finger, a motif known to be involved in protein-DNA and protein-protein interactions. The expression of this gene was found to be upregulated in cancer cell lines derived from different types of cancer. [provided by RefSeq, Jul 2008].",RNF26
ENSG00000115263,2641,19.270233,glucagon,"The protein encoded by this gene is actually a preproprotein that is cleaved into four distinct mature peptides. One of these, glucagon, is a pancreatic hormone that counteracts the glucose-lowering action of insulin by stimulating glycogenolysis and gluconeogenesis. Glucagon is a ligand for a specific G-protein linked receptor whose signalling pathway controls cell proliferation. Two of the other peptides are secreted from gut endocrine cells and promote nutrient absorption through distinct mechanisms. Finally, the fourth peptide is similar to glicentin, an active enteroglucagon. [provided by RefSeq, Jul 2008].",GCG
ENSG00000159374,130951,21.00992,meiosis 1 associated protein,"This gene encodes a protein that is likely to function in progression of meiosis. A similar protein in mouse plays a role in gametogenesis in both sexes. Alternate splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2013].",M1AP
ENSG00000169347,2813,21.00663,glycoprotein 2,"This gene encodes an integral membrane protein that is secreted from intracellular zymogen granules and associates with the plasma membrane via glycosylphosphatidylinositol (GPI) linkage. The encoded protein binds pathogens such as enterobacteria, thereby playing an important role in the innate immune response. The C-terminus of this protein is related to the C-terminus of the protein encoded by the neighboring gene, uromodulin (UMOD). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2015].",GP2
ENSG00000083782,1833,20.220062,epiphycan,"Dermatan sulfate proteoglycan 3 is a member of the small leucine-rich repeat proteoglycan family. This gene is composed of seven exons. It regulates fibrillogenesis by interacting with collagen fibrils and other extracellular matrix proteins. [provided by RefSeq, Jul 2008].",EPYC
ENSG00000101888,55916,20.09914,nuclear transport factor 2 like export factor 2,"The protein encoded by this gene contains a nuclear transport factor 2 (NTF2) domain, which plays an important role in the trafficking of macromolecules, ions, and small molecules between the cytoplasm and nucleus. This protein may also have a role in mRNA nuclear export. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Jun 2011].",NXT2
ENSG00000074696,51495,20.179491,3-hydroxyacyl-CoA dehydratase 3,,HACD3
ENSG00000130173,55908,19.215145,angiopoietin like 8,,ANGPTL8
ENSG00000135437,5959,19.635187,retinol dehydrogenase 5,"This gene encodes an enzyme belonging to the short-chain dehydrogenases/reductases (SDR) family. This retinol dehydrogenase functions to catalyze the final step in the biosynthesis of 11-cis retinaldehyde, which is the universal chromophore of visual pigments. Mutations in this gene cause autosomal recessive fundus albipunctatus, a rare form of night blindness that is characterized by a delay in the regeneration of cone and rod photopigments. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the neighboring upstream BLOC1S1 (biogenesis of lysosomal organelles complex-1, subunit 1) gene. [provided by RefSeq, Dec 2010].",RDH5
ENSG00000142959,266675,19.658693,bestrophin 4,"This gene is a member of the bestrophin gene family of anion channels. Bestrophin genes share a similar gene structure with highly conserved exon-intron boundaries, but with distinct 3' ends. Bestrophins are transmembrane proteins that contain a homologous region rich in aromatic residues, including an invariant arg-phe-pro motif. Mutation in one of the family members (bestrophin 1) is associated with vitelliform macular dystrophy. The bestrophin 4 gene is predominantly expressed in the colon. [provided by RefSeq, Jul 2008].",BEST4
ENSG00000170290,6588,20.214474,sarcolipin,"Sarcoplasmic reticulum Ca(2+)-ATPases are transmembrane proteins that catalyze the ATP-dependent transport of Ca(2+) from the cytosol into the lumen of the sarcoplasmic reticulum in muscle cells. This gene encodes a small proteolipid that regulates several sarcoplasmic reticulum Ca(2+)-ATPases. The transmembrane protein interacts with Ca(2+)-ATPases and reduces the accumulation of Ca(2+) in the sarcoplasmic reticulum without affecting the rate of ATP hydrolysis. [provided by RefSeq, Jul 2008].",SLN
ENSG00000143556,6278,19.6911,S100 calcium binding protein A7,"The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein differs from the other S100 proteins of known structure in its lack of calcium binding ability in one EF-hand at the N-terminus. The protein is overexpressed in hyperproliferative skin diseases, exhibits antimicrobial activities against bacteria and induces immunomodulatory activities. [provided by RefSeq, Nov 2014].",S100A7
ENSG00000153446,146556,20.057407,chromosome 16 open reading frame 89,"This gene is expressed predominantly in the thyroid. Based on expression patterns similar to thyroid transcription factors and proteins, this gene may function in the development and function of the thyroid. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011].",C16orf89
ENSG00000148734,64106,20.184536,neuropeptide FF receptor 1,,NPFFR1
ENSG00000118432,1268,18.991297,cannabinoid receptor 1,"This gene encodes one of two cannabinoid receptors. The cannabinoids, principally delta-9-tetrahydrocannabinol and synthetic analogs, are psychoactive ingredients of marijuana. The cannabinoid receptors are members of the guanine-nucleotide-binding protein (G-protein) coupled receptor family, which inhibit adenylate cyclase activity in a dose-dependent, stereoselective and pertussis toxin-sensitive manner. The two receptors have been found to be involved in the cannabinoid-induced CNS effects (including alterations in mood and cognition) experienced by users of marijuana. Multiple transcript variants encoding two different protein isoforms have been described for this gene. [provided by RefSeq, May 2009].",CNR1
ENSG00000132603,51388,19.699982,nucleolar pre-rRNA processing protein NIP7,,NIP7
ENSG00000130283,ENSG00000130283,20.220062,growth differentiation factor 1,,GDF1
ENSG00000145248,201780,20.122173,solute carrier family 10 member 4,,SLC10A4
ENSG00000152056,130340,20.179491,adaptor related protein complex 1 subunit sigma 3,,AP1S3
ENSG00000178201,57191,20.951118,vomeronasal 1 receptor 1,"Pheromones are chemical signals that elicit specific behavioral responses and physiologic alterations in recipients of the same species. The protein encoded by this gene is similar to pheromone receptors and is primarily localized to the olfactory mucosa. An alternate splice variant of this gene is thought to exist, but its full length nature has not been determined. [provided by RefSeq, Jul 2008].",VN1R1
ENSG00000159915,353355,20.920805,zinc finger protein 233,,ZNF233
ENSG00000177885,2885,19.699982,growth factor receptor bound protein 2,"The protein encoded by this gene binds the epidermal growth factor receptor and contains one SH2 domain and two SH3 domains. Its two SH3 domains direct complex formation with proline-rich regions of other proteins, and its SH2 domain binds tyrosine phosphorylated sequences. This gene is similar to the Sem5 gene of C.elegans, which is involved in the signal transduction pathway. Two alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",GRB2
ENSG00000143493,25896,20.220062,integrator complex subunit 7,"This gene encodes a subunit of the integrator complex. The integrator complex associates with the C-terminal domain of RNA polymerase II and mediates 3'-end processing of the small nuclear RNAs U1 and U2. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2010].",INTS7
ENSG00000238269,389860,20.971361,PAGE family member 2B,,PAGE2B
ENSG00000125107,23019,18.990389,CCR4-NOT transcription complex subunit 1,,CNOT1
ENSG00000134757,1830,20.919754,desmoglein 3,"This gene encodes a member of the desmoglein family and cadherin cell adhesion molecule superfamily of proteins. Desmogleins are calcium-binding transmembrane glycoprotein components of desmosomes, cell-cell junctions between epithelial, myocardial, and other cell types. The encoded preproprotein is proteolytically processed to generate the mature glycoprotein. This gene is present in a gene cluster with other desmoglein gene family members on chromosome 18. The encoded protein has been identified as the autoantigen of the autoimmune blistering disease pemphigus vulgaris. [provided by RefSeq, Jan 2016].",DSG3
ENSG00000140465,1543,20.994858,cytochrome P450 family 1 subfamily A member 1,"This gene, CYP1A1, encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and its expression is induced by some polycyclic aromatic hydrocarbons (PAHs), some of which are found in cigarette smoke. The enzyme's endogenous substrate is unknown; however, it is able to metabolize some PAHs to carcinogenic intermediates. The gene has been associated with lung cancer risk. A related family member, CYP1A2, is located approximately 25 kb away from CYP1A1 on chromosome 15. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2016].",CYP1A1
ENSG00000152804,3087,20.126312,hematopoietically expressed homeobox,"This gene encodes a member of the homeobox family of transcription factors, many of which are involved in developmental processes. Expression in specific hematopoietic lineages suggests that this protein may play a role in hematopoietic differentiation. [provided by RefSeq, Jul 2008].",HHEX
ENSG00000204217,659,19.68537,bone morphogenetic protein receptor type 2,"This gene encodes a member of the bone morphogenetic protein (BMP) receptor family of transmembrane serine/threonine kinases. The ligands of this receptor are BMPs, which are members of the TGF-beta superfamily. BMPs are involved in endochondral bone formation and embryogenesis. These proteins transduce their signals through the formation of heteromeric complexes of two different types of serine (threonine) kinase receptors: type I receptors of about 50-55 kD and type II receptors of about 70-80 kD. Type II receptors bind ligands in the absence of type I receptors, but they require their respective type I receptors for signaling, whereas type I receptors require their respective type II receptors for ligand binding. Mutations in this gene have been associated with primary pulmonary hypertension, both familial and fenfluramine-associated, and with pulmonary venoocclusive disease. [provided by RefSeq, Jul 2008].",BMPR2
